customer_id,plan_type,contract_type,tenure_months,monthly_revenue,monthly_usage_hrs,total_users,feature_adoption_pct,support_tickets_last_90d,last_login_days_ago,nps_score,payment_delay_count,churned
C-1033,Professional,Monthly,46,252.36,54.2,15,38.0,11,6,6,1,0
C-1034,Professional,Annual,22,798.14,122.4,15,48.9,13,83,5,2,0
C-1035,Enterprise,Annual,39,2392.19,256.2,84,47.6,1,23,2,1,0
C-1036,Enterprise,Annual,37,4130.48,136.9,23,82.0,7,57,10,0,0
C-1037,Starter,Annual,10,94.51,8.0,4,23.2,6,15,7,3,1
C-1038,Starter,Annual,10,77.17,7.7,2,67.8,4,82,1,5,0
C-1039,Enterprise,Monthly,33,1189.11,233.1,97,59.0,7,32,7,1,1
C-1040,Starter,Monthly,12,138.64,23.2,2,71.9,10,1,8,5,1
C-1041,Starter,Monthly,20,97.11,44.7,3,17.4,6,40,10,3,1
C-1042,Enterprise,Annual,15,1074.84,159.9,19,61.5,2,48,3,1,0
C-1043,Starter,Annual,45,103.78,17.1,2,30.7,5,41,4,0,0
C-1044,Professional,Annual,10,613.6,39.1,15,88.5,4,72,10,4,0
C-1045,Starter,Annual,45,56.23,55.9,3,39.5,3,86,8,3,0
C-1046,Professional,Monthly,37,598.29,86.8,5,46.3,5,47,4,4,0
C-1047,Starter,Monthly,16,159.45,21.6,2,28.4,13,14,3,3,1
C-1048,Starter,Monthly,28,65.07,49.9,3,33.2,7,57,10,0,1
C-1049,Professional,Annual,16,429.53,30.2,18,69.6,15,0,6,4,0
C-1050,Enterprise,Annual,5,1531.13,163.4,77,79.3,9,0,10,5,1
C-1051,Enterprise,Monthly,39,2589.97,296.5,16,33.2,13,21,9,1,1
C-1052,Enterprise,Monthly,25,4533.25,188.0,90,48.4,12,88,4,3,0
C-1053,Starter,Annual,8,141.13,10.3,3,39.3,3,57,5,2,0
C-1054,Starter,Annual,28,66.83,42.9,5,81.9,8,6,3,4,0
C-1055,Starter,Monthly,22,92.2,27.5,5,63.7,9,11,4,1,1
C-1056,Professional,Monthly,23,435.39,73.1,4,28.5,10,82,5,1,1
C-1057,Professional,Monthly,14,289.14,100.6,16,51.3,6,39,3,2,1
C-1058,Professional,Monthly,38,264.84,98.8,17,44.8,11,65,6,5,0
C-1059,Professional,Monthly,46,588.29,148.5,10,51.5,13,25,6,3,1
C-1060,Professional,Monthly,8,779.04,76.8,9,92.0,10,76,5,2,0
C-1061,Professional,Annual,4,454.99,93.9,13,52.7,4,77,4,4,1
C-1062,Enterprise,Monthly,37,3870.26,226.0,76,38.3,8,15,7,4,1
C-1063,Enterprise,Annual,15,1157.63,274.3,100,20.1,5,9,5,2,0
C-1064,Enterprise,Annual,38,2485.8,260.7,28,36.5,4,70,5,3,1
C-1065,Starter,Annual,24,73.83,40.8,4,64.1,14,2,3,2,1
C-1066,Professional,Monthly,15,230.0,78.9,17,58.5,15,41,1,5,1
C-1067,Professional,Monthly,42,412.18,126.2,6,62.8,9,2,7,1,0
C-1068,Enterprise,Monthly,27,1230.69,231.6,44,20.1,2,63,0,4,1
C-1069,Starter,Monthly,10,173.44,7.1,2,62.5,0,22,9,5,1
C-1070,Starter,Annual,20,116.18,54.4,4,25.0,1,90,5,2,1
C-1071,Starter,Monthly,45,142.7,16.6,4,39.3,9,40,6,4,1
C-1072,Starter,Monthly,13,81.61,56.7,5,56.2,9,53,5,0,1
C-1073,Starter,Annual,36,79.97,5.1,2,35.0,6,5,1,3,0
C-1074,Professional,Annual,17,596.89,116.1,4,27.1,7,37,1,3,0
C-1075,Professional,Annual,13,322.33,113.4,10,89.5,1,90,7,0,0
C-1076,Enterprise,Annual,7,3427.32,182.8,21,78.1,0,55,10,1,0
C-1077,Enterprise,Monthly,25,2737.48,208.7,76,19.6,2,84,0,4,0
C-1078,Enterprise,Monthly,16,4657.3,189.3,61,94.8,15,0,10,1,0
C-1079,Professional,Monthly,39,729.65,51.2,14,46.0,8,84,1,0,0
C-1080,Professional,Monthly,29,616.38,88.0,10,60.3,12,20,4,0,0
C-1081,Starter,Annual,40,71.58,15.1,4,63.9,2,33,5,0,0
C-1082,Professional,Monthly,13,573.26,67.5,18,21.8,12,78,3,4,1
C-1083,Professional,Annual,6,214.74,130.5,18,29.3,6,66,2,3,1
C-1084,Enterprise,Annual,19,3069.01,63.1,32,68.8,12,50,8,4,0
C-1085,Starter,Annual,24,132.18,44.0,2,12.3,0,87,1,5,0
C-1086,Enterprise,Annual,44,2329.4,127.5,49,56.8,9,62,9,1,1
C-1087,Starter,Monthly,47,173.54,33.9,4,11.2,6,86,2,1,1
C-1088,Professional,Monthly,40,567.38,37.4,11,73.6,7,73,1,0,0
C-1089,Starter,Monthly,18,65.87,5.0,4,21.2,2,7,2,4,1
C-1090,Professional,Annual,29,396.04,66.4,6,23.2,6,59,0,5,1
C-1091,Enterprise,Monthly,42,3927.62,102.0,12,77.7,5,44,1,3,1
C-1092,Professional,Monthly,40,304.57,137.8,18,34.3,5,12,3,1,0
C-1093,Professional,Annual,36,306.25,100.9,14,91.8,11,50,2,0,0
C-1094,Starter,Annual,21,176.75,3.9,5,35.8,9,9,4,3,1
C-1095,Starter,Monthly,13,163.29,46.1,2,39.7,13,37,8,2,1
C-1096,Enterprise,Annual,28,2554.31,139.5,94,37.5,15,62,0,2,1
C-1097,Professional,Monthly,4,437.79,97.9,16,88.5,10,8,1,2,0
C-1098,Starter,Annual,22,111.92,28.5,3,84.2,13,33,6,4,1
C-1099,Starter,Annual,35,57.07,47.0,4,44.6,0,88,10,3,1
C-1100,Professional,Annual,12,502.72,24.1,12,18.7,4,59,5,0,0
C-1101,Professional,Monthly,41,568.73,43.5,8,19.3,7,71,0,1,1
C-1102,Professional,Monthly,45,692.07,147.3,7,86.3,12,31,5,5,1
C-1103,Enterprise,Monthly,17,3278.47,167.8,21,36.8,3,16,10,4,0
C-1104,Starter,Annual,36,139.74,44.3,5,36.6,7,42,8,5,1
C-1105,Professional,Annual,44,568.48,117.8,16,60.2,7,44,10,5,0
C-1106,Starter,Monthly,46,121.02,41.4,1,21.0,0,73,0,0,1
C-1107,Professional,Monthly,37,474.51,119.6,6,16.8,13,30,3,3,0
C-1108,Professional,Annual,7,757.59,27.0,3,34.0,10,77,6,5,0
C-1109,Professional,Monthly,42,777.29,28.0,14,62.4,11,66,3,2,0
C-1110,Enterprise,Monthly,48,1944.72,72.3,48,23.8,9,11,8,1,0
C-1111,Enterprise,Monthly,18,3195.15,258.3,80,47.6,10,42,0,5,1
C-1112,Starter,Annual,8,140.93,35.3,4,41.4,14,59,0,3,0
C-1113,Professional,Monthly,2,792.17,108.6,5,87.2,13,75,4,0,1
C-1114,Starter,Monthly,35,89.38,52.0,2,42.3,10,46,9,2,1
C-1115,Starter,Monthly,4,153.98,35.8,2,85.3,13,76,10,0,0
C-1116,Starter,Annual,17,139.7,27.2,1,82.3,5,63,6,0,1
C-1117,Starter,Monthly,5,148.7,3.6,5,74.8,8,46,9,5,1
C-1118,Professional,Monthly,31,323.3,53.9,11,84.9,11,81,10,3,1
C-1119,Professional,Annual,33,616.99,54.9,5,30.6,15,90,8,3,0
C-1120,Starter,Monthly,41,167.52,41.9,1,20.2,7,29,7,4,1
C-1121,Professional,Monthly,13,256.26,50.6,11,16.9,14,1,10,3,0
C-1122,Enterprise,Monthly,33,2837.67,200.4,40,30.9,15,78,10,0,0
C-1123,Professional,Monthly,12,303.61,26.6,19,89.7,5,6,4,2,0
C-1124,Professional,Annual,21,267.33,83.8,20,18.3,8,75,5,3,1
C-1125,Enterprise,Annual,10,3608.19,135.2,89,60.3,0,90,10,1,0
C-1126,Starter,Monthly,7,124.78,43.0,5,78.1,7,80,1,1,1
C-1127,Professional,Monthly,3,334.5,135.7,4,81.4,15,73,2,2,0
C-1128,Professional,Monthly,15,347.56,65.2,6,29.8,5,20,0,0,0
C-1129,Starter,Monthly,45,122.98,26.3,3,94.9,12,22,1,0,1
C-1130,Professional,Annual,27,298.48,86.8,6,80.0,8,1,7,5,0
C-1131,Starter,Annual,22,150.17,14.4,2,80.4,4,14,3,5,1
C-1132,Professional,Monthly,16,362.52,140.1,15,56.1,10,3,9,1,0
C-1133,Starter,Annual,19,126.31,36.0,5,31.8,8,85,9,2,0
C-1134,Professional,Monthly,30,705.59,105.6,4,34.6,8,39,2,5,1
C-1135,Enterprise,Monthly,37,1879.95,50.5,43,79.1,10,12,4,2,1
C-1136,Professional,Annual,32,385.68,28.9,12,72.8,5,40,2,5,0
C-1137,Enterprise,Monthly,26,2051.56,129.5,12,85.2,7,3,4,1,0
C-1138,Professional,Annual,10,245.86,142.1,6,29.0,13,89,9,4,0
C-1139,Starter,Monthly,40,82.2,30.1,2,73.6,14,15,5,2,0
C-1140,Starter,Monthly,21,195.6,59.3,1,70.9,6,35,1,1,1
C-1141,Starter,Monthly,30,187.06,4.5,3,87.7,15,44,3,3,1
C-1142,Professional,Annual,16,296.72,97.4,20,66.4,15,58,3,1,0
C-1143,Starter,Annual,34,101.22,32.7,4,41.1,5,53,3,1,0
C-1144,Professional,Monthly,24,727.41,114.5,20,54.5,2,67,1,0,0
C-1145,Professional,Monthly,36,272.06,126.3,20,30.0,4,82,0,3,1
C-1146,Starter,Annual,48,148.39,59.0,3,26.0,9,25,3,2,0
C-1147,Professional,Monthly,39,466.89,101.3,11,14.3,6,23,4,1,1
C-1148,Starter,Annual,3,179.89,37.5,1,67.9,14,28,1,3,1
C-1149,Starter,Annual,1,148.65,40.0,4,75.0,5,39,4,3,1
C-1150,Enterprise,Annual,32,1299.09,83.8,31,41.1,13,76,1,0,1
C-1151,Enterprise,Annual,33,4311.43,214.8,70,75.0,8,37,10,4,1
C-1152,Enterprise,Monthly,37,3248.21,253.7,55,22.2,6,10,1,4,1
C-1153,Professional,Monthly,28,443.41,131.1,4,89.2,1,6,5,2,1
C-1154,Starter,Monthly,29,108.48,8.8,2,28.9,12,17,5,3,1
C-1155,Starter,Monthly,14,107.89,25.8,5,39.6,9,30,9,3,0
C-1156,Starter,Monthly,29,195.73,49.4,1,73.3,8,46,8,0,0
C-1157,Starter,Monthly,12,66.07,36.4,1,55.6,6,52,3,3,0
C-1158,Starter,Monthly,9,139.36,32.2,1,73.2,6,11,0,1,1
C-1159,Starter,Monthly,3,107.54,28.4,3,57.3,5,86,5,1,0
C-1160,Starter,Monthly,19,177.33,48.5,3,91.1,8,63,6,1,0
C-1161,Professional,Monthly,24,412.34,97.4,4,27.5,10,28,5,5,0
C-1162,Enterprise,Monthly,14,2652.07,297.0,42,47.1,14,49,2,1,1
C-1163,Professional,Monthly,32,382.48,77.2,3,33.6,11,42,2,1,1
C-1164,Enterprise,Annual,24,3308.96,156.7,28,41.1,14,68,0,3,1
C-1165,Professional,Annual,42,756.17,25.2,9,34.7,15,28,1,0,0
C-1166,Starter,Monthly,22,85.18,53.3,5,41.5,2,12,10,5,0
C-1167,Starter,Annual,17,50.72,22.1,3,28.2,14,78,0,5,1
C-1168,Enterprise,Monthly,33,1812.04,181.8,57,85.9,7,54,4,2,1
C-1169,Professional,Monthly,40,469.37,93.5,18,32.1,11,37,2,5,1
C-1170,Enterprise,Annual,20,1694.58,182.5,71,37.8,8,74,7,5,0
C-1171,Starter,Annual,29,128.37,39.2,4,87.1,15,23,5,1,1
C-1172,Professional,Monthly,1,526.0,72.5,17,54.4,8,47,1,0,0
C-1173,Enterprise,Annual,44,4603.53,89.7,46,45.1,2,82,10,4,0
C-1174,Starter,Monthly,14,115.87,8.1,1,71.5,11,78,10,3,1
C-1175,Starter,Annual,32,102.63,5.2,2,79.2,1,72,3,3,1
C-1176,Professional,Monthly,19,387.06,73.0,6,62.9,15,20,9,5,1
C-1177,Professional,Monthly,32,396.86,143.9,15,58.3,7,19,8,4,1
C-1178,Starter,Monthly,5,174.87,53.3,2,90.7,15,3,9,3,1
C-1179,Starter,Annual,38,58.56,29.0,2,50.4,3,53,9,1,0
C-1180,Professional,Monthly,27,755.89,31.0,3,92.4,14,60,4,0,1
C-1181,Professional,Monthly,33,329.25,68.2,15,42.4,2,69,0,3,1
C-1182,Professional,Monthly,16,686.46,25.3,18,15.3,0,12,0,1,0
C-1183,Starter,Monthly,45,109.36,50.1,5,13.6,3,4,1,0,0
C-1184,Enterprise,Annual,47,2390.97,99.0,44,71.7,3,0,6,3,0
C-1185,Professional,Monthly,5,223.8,147.5,12,62.2,2,10,6,1,0
C-1186,Professional,Annual,24,267.24,69.5,7,87.5,10,64,10,3,1
C-1187,Professional,Monthly,32,211.86,121.8,13,31.5,9,76,6,2,1
C-1188,Enterprise,Annual,48,1458.06,229.0,76,66.4,4,41,4,5,0
C-1189,Starter,Monthly,23,142.65,58.3,1,93.5,5,37,2,2,0
C-1190,Starter,Monthly,24,76.92,8.7,4,63.5,9,64,7,3,0
C-1191,Enterprise,Annual,10,810.0,54.2,21,68.7,4,1,3,0,0
C-1192,Professional,Monthly,47,671.51,80.1,12,54.0,5,22,8,5,0
C-1193,Starter,Annual,40,59.27,55.4,3,62.0,7,4,9,3,0
C-1194,Enterprise,Annual,28,1533.47,144.6,90,23.3,13,83,4,4,1
C-1195,Enterprise,Annual,17,4126.44,173.2,63,35.3,10,32,5,5,1
C-1196,Starter,Monthly,27,101.63,28.8,1,30.8,14,14,5,1,1
C-1197,Professional,Annual,14,581.37,42.7,17,75.4,4,22,7,3,0
C-1198,Starter,Annual,35,144.74,9.4,3,75.3,9,54,4,2,1
C-1199,Professional,Monthly,47,218.04,23.6,6,82.2,7,49,6,2,0
C-1200,Enterprise,Annual,23,4576.31,100.3,80,24.6,6,17,3,2,0
C-1201,Starter,Monthly,23,108.14,31.9,2,93.8,13,46,7,5,1
C-1202,Professional,Annual,43,203.18,122.3,10,81.5,0,14,3,1,0
C-1203,Professional,Monthly,40,246.79,67.5,17,51.0,0,12,4,0,1
C-1204,Starter,Annual,34,66.19,24.1,2,28.0,11,31,9,2,1
C-1205,Starter,Monthly,30,181.3,55.3,3,13.3,2,48,3,4,1
C-1206,Professional,Monthly,29,692.16,98.7,7,20.3,11,8,0,5,0
C-1207,Professional,Monthly,2,586.68,131.1,12,28.8,1,17,7,3,1
C-1208,Enterprise,Annual,22,2467.32,122.3,67,64.7,6,70,0,5,1
C-1209,Starter,Monthly,11,180.7,49.0,4,72.6,3,11,4,1,1
C-1210,Starter,Monthly,39,125.44,51.5,4,94.4,8,13,4,1,1
C-1211,Enterprise,Monthly,15,929.1,144.1,42,72.1,3,36,3,4,0
C-1212,Enterprise,Annual,48,1065.62,174.3,100,71.6,10,39,0,2,0
C-1213,Professional,Monthly,36,674.3,58.1,13,21.4,15,20,10,2,1
C-1214,Professional,Annual,36,765.56,90.6,8,88.7,9,43,5,5,1
C-1215,Professional,Annual,10,273.27,21.2,12,64.1,12,15,1,3,0
C-1216,Starter,Monthly,14,134.88,50.5,1,71.3,14,90,9,4,1
C-1217,Enterprise,Annual,28,3297.13,262.4,37,30.1,10,30,0,0,0
C-1218,Professional,Monthly,23,642.94,142.5,13,83.2,5,81,5,3,0
C-1219,Professional,Annual,43,647.81,33.7,14,23.4,11,67,7,0,1
C-1220,Enterprise,Annual,8,1062.54,137.8,72,30.2,6,46,8,1,0
C-1221,Enterprise,Annual,41,1540.7,134.2,53,46.4,9,39,3,4,1
C-1222,Professional,Monthly,5,338.59,143.6,9,39.6,2,7,5,2,0
C-1223,Enterprise,Annual,22,2619.52,230.4,71,28.1,13,35,3,5,0
C-1224,Enterprise,Monthly,10,800.83,199.9,28,89.3,13,84,8,5,0
C-1225,Professional,Monthly,43,616.79,82.6,6,36.7,12,84,7,1,1
C-1226,Professional,Annual,48,766.91,24.7,15,41.9,3,87,10,1,0
C-1227,Professional,Annual,48,437.47,62.9,11,34.8,13,36,9,1,1
C-1228,Enterprise,Monthly,21,2402.39,209.3,79,37.0,0,21,6,5,0
C-1229,Starter,Monthly,46,153.98,47.5,2,73.8,13,31,2,1,0
C-1230,Professional,Monthly,11,286.77,105.7,16,79.6,12,11,3,5,0
C-1231,Enterprise,Annual,16,4157.92,178.9,66,16.7,9,65,4,5,1
C-1232,Starter,Annual,13,54.45,28.9,3,76.5,14,62,7,2,1
C-1233,Enterprise,Annual,48,4265.18,136.6,22,52.6,3,51,3,1,0
C-1234,Enterprise,Monthly,16,3764.32,99.2,52,48.8,11,59,8,3,1
C-1235,Starter,Annual,12,174.09,52.2,1,48.8,12,54,6,0,0
C-1236,Professional,Annual,2,509.36,66.9,7,46.3,1,53,8,4,1
C-1237,Starter,Annual,14,70.39,46.3,3,52.2,3,83,4,0,1
C-1238,Starter,Annual,17,79.32,27.3,3,53.8,6,40,9,3,1
C-1239,Starter,Monthly,43,152.96,2.4,5,51.5,12,80,3,4,0
C-1240,Starter,Monthly,44,137.26,39.2,4,16.9,3,64,9,4,0
C-1241,Professional,Annual,40,520.57,133.8,7,18.2,10,0,1,4,0
C-1242,Professional,Monthly,27,646.68,33.3,4,92.0,13,56,10,2,0
C-1243,Starter,Monthly,39,167.4,21.4,5,62.2,5,65,1,3,0
C-1244,Starter,Annual,32,192.22,13.7,2,17.1,14,37,9,1,1
C-1245,Starter,Annual,48,123.34,57.1,2,76.6,11,43,9,1,0
C-1246,Professional,Monthly,6,716.82,134.2,13,47.2,13,80,5,0,1
C-1247,Professional,Monthly,31,257.38,62.9,20,68.9,13,22,8,0,0
C-1248,Enterprise,Monthly,8,1783.95,133.4,34,27.1,12,1,7,2,0
C-1249,Professional,Annual,33,464.59,78.0,12,46.4,10,38,4,4,1
C-1250,Professional,Annual,32,330.6,147.5,8,19.0,4,42,5,4,1
C-1251,Professional,Monthly,3,739.92,65.7,9,75.4,10,8,3,2,0
C-1252,Starter,Monthly,46,149.41,20.7,4,62.7,13,88,3,4,1
C-1253,Starter,Monthly,32,61.73,19.9,2,38.9,7,82,8,5,0
C-1254,Enterprise,Monthly,6,907.15,142.2,68,80.3,4,78,9,3,1
C-1255,Starter,Monthly,11,192.39,46.9,4,79.5,1,30,9,1,1
C-1256,Starter,Annual,32,118.12,20.1,1,12.8,8,25,9,3,0
C-1257,Professional,Annual,34,311.61,111.6,3,28.5,8,4,9,5,1
C-1258,Professional,Monthly,31,641.6,34.7,18,26.8,4,6,3,0,0
C-1259,Professional,Monthly,28,621.39,32.5,19,89.2,15,65,8,3,0
C-1260,Professional,Monthly,36,507.2,59.6,19,63.2,15,79,5,3,0
C-1261,Professional,Monthly,39,251.96,139.3,12,45.4,1,48,9,5,0
C-1262,Starter,Monthly,46,135.66,22.6,1,55.8,6,17,7,5,0
C-1263,Starter,Monthly,28,131.3,40.3,5,58.6,9,18,0,0,1
C-1264,Enterprise,Annual,22,1053.98,107.1,16,84.6,4,33,1,0,1
C-1265,Starter,Annual,27,106.09,7.5,2,28.4,5,72,4,4,1
C-1266,Professional,Monthly,41,651.88,74.3,5,94.5,8,80,10,4,1
C-1267,Professional,Monthly,20,663.66,46.8,16,56.1,12,8,2,5,0
C-1268,Professional,Monthly,10,268.12,102.8,9,38.5,10,51,1,2,0
C-1269,Enterprise,Monthly,48,1628.99,216.3,75,63.3,9,71,10,4,0
C-1270,Professional,Monthly,5,306.95,148.0,4,12.7,10,73,0,2,1
C-1271,Enterprise,Annual,18,1236.81,219.4,14,28.3,8,23,3,3,0
C-1272,Starter,Monthly,41,72.37,5.6,4,20.5,15,50,2,0,1
C-1273,Enterprise,Monthly,43,4221.27,231.8,47,71.8,5,12,0,0,0
C-1274,Professional,Monthly,9,248.54,64.3,5,86.7,10,2,7,5,0
C-1275,Starter,Monthly,18,153.11,40.4,3,59.9,2,79,6,5,0
C-1276,Professional,Monthly,26,435.3,82.6,11,39.8,1,54,5,5,1
C-1277,Professional,Annual,28,297.75,120.1,9,47.5,11,89,7,3,1
C-1278,Enterprise,Monthly,12,1076.5,197.7,34,82.6,2,63,6,5,0
C-1279,Starter,Annual,32,145.54,2.1,2,65.0,13,20,4,2,1
C-1280,Professional,Annual,19,769.4,20.0,3,28.7,15,64,10,0,1
C-1281,Enterprise,Monthly,22,4300.68,126.9,86,17.5,13,69,10,5,0
C-1282,Starter,Annual,32,154.54,36.9,2,69.4,0,26,9,1,1
C-1283,Professional,Annual,33,482.49,104.3,9,50.0,11,62,8,2,0
C-1284,Starter,Monthly,45,184.55,53.4,2,10.4,4,33,6,2,1
C-1285,Enterprise,Monthly,9,1430.4,136.5,68,41.5,8,9,2,1,0
C-1286,Starter,Monthly,24,159.64,2.2,3,81.3,10,47,10,5,1
C-1287,Starter,Annual,10,148.92,26.6,2,22.4,8,62,7,3,1
C-1288,Enterprise,Monthly,44,4860.48,64.8,18,15.2,4,32,5,4,0
C-1289,Professional,Annual,28,363.7,101.8,10,60.8,12,78,7,4,1
C-1290,Enterprise,Annual,41,1740.14,248.9,35,30.9,6,25,8,3,0
C-1291,Professional,Monthly,47,677.88,87.9,19,22.7,3,57,3,4,0
C-1292,Professional,Monthly,25,409.16,116.6,10,38.3,15,81,9,5,0
C-1293,Starter,Monthly,32,84.93,38.6,2,19.7,0,48,8,2,0
C-1294,Professional,Monthly,13,757.74,140.8,8,60.5,11,7,8,3,0
C-1295,Enterprise,Monthly,43,3450.95,96.3,21,86.4,14,51,7,3,0
C-1296,Professional,Annual,27,777.1,107.2,10,69.6,15,9,8,0,0
C-1297,Starter,Annual,29,89.72,27.0,5,86.0,7,27,0,2,1
C-1298,Professional,Monthly,28,294.7,53.3,15,20.0,7,30,2,2,0
C-1299,Professional,Monthly,25,410.11,88.7,11,76.3,3,78,8,3,0
C-1300,Starter,Monthly,20,53.22,15.8,3,92.6,5,33,7,3,0
C-1301,Professional,Monthly,10,684.8,105.9,19,37.4,0,59,2,4,0
C-1302,Professional,Annual,33,589.0,110.3,19,75.9,0,3,9,4,0
C-1303,Enterprise,Monthly,44,4717.94,192.1,99,93.0,10,88,0,2,1
C-1304,Starter,Monthly,33,163.33,45.4,3,71.3,15,47,4,1,0
C-1305,Enterprise,Monthly,25,4331.67,204.7,60,18.5,1,62,7,5,0
C-1306,Professional,Monthly,10,289.7,38.4,16,36.1,12,86,1,2,0
C-1307,Starter,Monthly,10,124.52,9.9,3,73.1,15,53,9,3,1
C-1308,Professional,Annual,16,713.83,109.9,13,19.2,11,30,8,3,0
C-1309,Professional,Monthly,28,509.43,133.5,7,74.7,1,63,5,0,1
C-1310,Professional,Annual,40,610.45,143.6,14,55.0,11,72,3,4,0
C-1311,Starter,Monthly,17,88.42,22.6,4,38.8,6,23,2,0,1
C-1312,Enterprise,Annual,20,1974.49,71.0,89,78.1,11,83,1,3,1
C-1313,Professional,Monthly,4,343.08,30.3,16,59.6,1,61,0,2,0
C-1314,Professional,Monthly,24,625.03,21.7,16,79.9,6,52,1,5,0
C-1315,Enterprise,Monthly,32,2023.33,226.2,74,65.1,2,58,3,0,0
C-1316,Professional,Annual,34,287.16,55.8,7,56.3,12,17,8,4,0
C-1317,Starter,Annual,12,132.87,5.3,2,16.4,11,6,5,3,0
C-1318,Professional,Monthly,7,542.57,39.5,16,14.5,11,67,9,3,1
C-1319,Professional,Annual,36,783.97,55.4,3,60.5,7,69,6,2,0
C-1320,Professional,Annual,12,742.68,103.4,4,68.4,11,32,8,3,1
C-1321,Professional,Monthly,25,291.91,23.6,4,80.9,12,0,9,5,0
C-1322,Starter,Monthly,7,104.11,51.8,2,81.4,7,42,0,3,1
C-1323,Starter,Monthly,4,176.97,50.1,1,93.7,0,65,5,5,1
C-1324,Professional,Monthly,35,734.79,47.7,18,58.7,7,74,1,4,1
C-1325,Starter,Monthly,37,176.5,4.4,2,37.7,4,10,9,5,0
C-1326,Starter,Annual,38,68.71,10.0,4,87.1,8,63,1,2,1
C-1327,Professional,Monthly,6,260.43,125.7,4,21.1,13,86,2,1,1
C-1328,Starter,Annual,36,66.36,14.7,2,10.6,7,12,4,2,0
C-1329,Starter,Monthly,1,81.09,24.4,2,72.7,5,65,7,2,0
C-1330,Enterprise,Monthly,26,4850.52,276.8,60,45.2,1,84,5,4,1
C-1331,Starter,Monthly,36,136.37,22.3,2,56.3,10,60,5,0,0
C-1332,Enterprise,Monthly,44,3082.69,222.1,52,48.6,3,71,10,0,0
C-1333,Professional,Annual,46,680.13,100.5,6,77.9,3,44,10,5,0
C-1334,Enterprise,Annual,18,2596.28,73.2,86,65.9,10,32,1,3,1
C-1335,Starter,Annual,24,112.25,10.2,4,43.2,11,37,5,5,1
C-1336,Enterprise,Annual,26,1723.29,282.8,73,46.2,11,77,9,2,0
C-1337,Starter,Annual,18,92.24,46.9,2,29.8,3,54,2,1,1
C-1338,Enterprise,Monthly,20,3378.39,76.9,92,43.3,9,49,2,4,1
C-1339,Professional,Annual,35,764.29,105.7,9,27.1,11,10,10,1,1
C-1340,Enterprise,Monthly,8,4223.97,286.6,10,23.9,9,60,3,2,1
C-1341,Enterprise,Annual,13,2671.58,237.0,39,75.4,3,61,6,0,0
C-1342,Enterprise,Monthly,11,4500.73,136.6,79,39.0,8,84,3,0,1
C-1343,Professional,Monthly,44,608.48,59.6,19,48.0,14,35,0,3,1
C-1344,Professional,Annual,27,262.61,83.3,16,39.0,15,75,9,0,0
C-1345,Professional,Monthly,19,357.53,62.7,5,53.0,10,33,5,2,1
C-1346,Enterprise,Annual,19,1238.78,280.5,75,91.4,7,39,8,2,1
C-1347,Enterprise,Annual,6,3617.54,62.0,93,66.7,8,77,1,2,1
C-1348,Starter,Monthly,45,194.05,50.9,1,18.2,11,48,9,0,1
C-1349,Enterprise,Monthly,44,4769.42,298.4,54,84.9,7,24,7,3,0
C-1350,Professional,Monthly,40,253.18,54.7,18,53.1,0,79,0,3,1
C-1351,Starter,Annual,43,193.56,54.4,1,36.5,11,12,4,4,0
C-1352,Professional,Monthly,13,525.58,131.5,15,56.7,14,22,9,3,0
C-1353,Starter,Annual,4,130.26,16.0,5,54.1,2,48,8,2,0
C-1354,Enterprise,Annual,13,3538.99,55.8,86,61.4,14,2,4,5,0
C-1355,Starter,Monthly,16,53.28,2.4,1,32.2,3,86,9,4,1
C-1356,Starter,Monthly,15,81.65,3.7,4,64.2,12,30,2,3,1
C-1357,Starter,Monthly,28,141.97,20.8,3,80.6,4,83,6,0,1
C-1358,Starter,Monthly,23,81.63,50.9,2,45.6,11,33,9,1,1
C-1359,Enterprise,Annual,14,4837.81,190.8,34,75.4,11,12,3,5,0
C-1360,Enterprise,Annual,19,1409.28,64.8,58,80.0,0,78,8,4,0
C-1361,Starter,Monthly,1,155.1,7.2,2,19.7,12,37,1,0,1
C-1362,Enterprise,Annual,28,2342.19,127.6,16,92.7,5,89,5,2,0
C-1363,Starter,Monthly,27,69.07,45.6,5,66.0,5,24,8,2,1
C-1364,Enterprise,Annual,40,1588.03,211.6,50,88.5,9,47,8,4,1
C-1365,Starter,Annual,18,180.08,20.7,5,33.0,14,58,5,3,1
C-1366,Starter,Monthly,33,150.98,37.8,3,94.6,6,68,3,3,1
C-1367,Professional,Annual,4,326.11,115.6,5,24.3,2,31,3,5,0
C-1368,Professional,Monthly,23,671.62,103.3,11,25.2,9,36,8,1,0
C-1369,Starter,Annual,22,163.18,28.3,5,53.1,7,79,6,4,0
C-1370,Professional,Monthly,10,422.99,57.2,4,63.0,6,43,3,2,1
C-1371,Starter,Monthly,13,152.04,18.6,4,45.7,0,55,8,5,0
C-1372,Professional,Annual,10,783.27,53.2,6,91.8,15,41,6,0,1
C-1373,Starter,Annual,3,170.12,49.5,2,25.3,3,17,3,4,1
C-1374,Starter,Monthly,27,139.45,15.0,2,23.0,11,33,1,2,0
C-1375,Enterprise,Monthly,15,3437.22,153.1,26,19.7,8,40,3,3,1
C-1376,Professional,Monthly,8,700.84,71.1,20,83.3,15,70,8,0,0
C-1377,Enterprise,Annual,41,2282.4,201.4,36,25.2,9,23,3,1,0
